order_id,customer_id,order_status,payment_method,order_total,item_count
572,846,Delivered,Loyalty Points,385608.67,3.0
573,4901,Canceled,Upi,154314.72,3.0
574,649,Delivered,Upi,59106.4,1.0
575,4360,In Transit,Loyalty Points,241528.12,2.0
576,2062,Delivered,Net Banking,8780.16,1.0
577,472,Canceled,Net Banking,91072.98,1.0
578,3447,Delivered,Net Banking,450926.6,4.0
579,4612,Delivered,Net Banking,223442.77,4.0
580,3820,Canceled,Upi,23825.31,1.0
581,1282,Canceled,Loyalty Points,170058.96,3.0
582,1770,Canceled,Upi,,
583,2329,Canceled,Cash On Delivery,2509.68,1.0
584,4166,Canceled,Net Banking,272364.12,2.0
585,2956,In Transit,Loyalty Points,319071.73,5.0
586,117,In Transit,Cash On Delivery,,
587,1956,In Transit,Cash On Delivery,332984.84,3.0
588,3840,In Transit,Cash On Delivery,306508.35,5.0
589,3045,Delivered,Cash On Delivery,291052.33,4.0
590,3726,Canceled,Loyalty Points,204053.11,3.0
591,4984,In Transit,Upi,,
592,2933,Delivered,Net Banking,176795.68,1.0
593,466,In Transit,Cash On Delivery,88718.8,1.0
594,1228,Canceled,Cash On Delivery,101108.22,2.0
595,1248,In Transit,Upi,25116.75,1.0
596,3675,Delivered,Cash On Delivery,70252.92,1.0
597,46,Delivered,Upi,128242.46,2.0
598,4025,Delivered,Upi,,
599,572,Canceled,Cash On Delivery,26159.39,1.0
600,1635,Canceled,Cash On Delivery,,
601,2526,Canceled,Loyalty Points,222357.78,2.0
602,2351,In Transit,Loyalty Points,152752.05,1.0
603,1789,Delivered,Net Banking,252188.85,1.0
604,2338,In Transit,Upi,328069.26,4.0
605,3905,Canceled,Net Banking,152307.24,1.0
606,4963,In Transit,Cash On Delivery,192574.65,1.0
607,3205,In Transit,Loyalty Points,145612.85,3.0
608,4298,Canceled,Cash On Delivery,,
609,3732,Delivered,Upi,,
610,2669,Delivered,Net Banking,121503.87,1.0
611,1404,In Transit,Net Banking,146624.84,2.0
612,4054,Canceled,Upi,64518.64,2.0
613,4780,In Transit,Cash On Delivery,297176.58,4.0
614,2661,In Transit,Loyalty Points,162836.68,2.0
615,1761,In Transit,Loyalty Points,104497.42,1.0
616,3165,In Transit,Cash On Delivery,95552.3,2.0
617,4694,In Transit,Loyalty Points,723729.68,6.0
618,3707,Delivered,Upi,182798.28,3.0
619,4318,Delivered,Upi,130390.56,1.0
620,747,Delivered,Net Banking,248222.51,2.0
621,3314,Delivered,Upi,326258.12,2.0
622,3468,Delivered,Upi,,
623,1437,In Transit,Cash On Delivery,279686.78,3.0
624,4743,In Transit,Cash On Delivery,,
625,437,Canceled,Loyalty Points,69191.35,2.0
626,3197,Delivered,Loyalty Points,113524.25,2.0
627,1063,Delivered,Upi,320689.07,3.0
628,1409,Delivered,Loyalty Points,255121.73,2.0
629,2246,In Transit,Upi,150813.04,2.0
630,2906,In Transit,Cash On Delivery,3374.46,1.0
631,4504,Delivered,Cash On Delivery,391654.56,3.0
632,249,Delivered,Cash On Delivery,98657.88,1.0
633,233,Canceled,Cash On Delivery,212468.05,1.0
634,4459,Delivered,Upi,,
635,166,Delivered,Net Banking,203669.4,1.0
636,1785,In Transit,Cash On Delivery,372476.29,3.0
637,371,Delivered,Cash On Delivery,68774.78,1.0
638,1951,Delivered,Upi,87683.24,3.0
639,1612,In Transit,Cash On Delivery,500803.24,4.0
640,402,In Transit,Loyalty Points,205225.26,2.0
641,2859,Delivered,Upi,118431.27,1.0
642,2375,Canceled,Net Banking,76452.54,1.0
643,1064,Canceled,Net Banking,397495.94,3.0
644,1216,Canceled,Upi,,
645,1196,In Transit,Net Banking,140390.28,1.0
646,194,Delivered,Net Banking,49328.94,1.0
647,4770,In Transit,Upi,,
648,901,Delivered,Net Banking,,
649,882,In Transit,Upi,211473.65,1.0
650,4847,Delivered,Net Banking,6665.64,1.0
651,1918,In Transit,Net Banking,256262.81,3.0
652,1330,Delivered,Net Banking,,
653,1335,Canceled,Net Banking,56634.78,2.0
654,1418,Canceled,Upi,251427.23,3.0
655,2928,In Transit,Net Banking,77204.7,1.0
656,757,Delivered,Cash On Delivery,110945.28,1.0
657,4927,In Transit,Cash On Delivery,12874.18,1.0
658,2604,In Transit,Loyalty Points,,
659,3962,In Transit,Upi,339897.85,3.0
660,394,Canceled,Loyalty Points,62999.94,2.0
661,4779,Canceled,Cash On Delivery,579491.52,4.0
662,3142,Canceled,Loyalty Points,109611.15,2.0
663,3890,Canceled,Upi,85522.16,2.0
664,4505,Delivered,Loyalty Points,,
665,918,In Transit,Cash On Delivery,87739.71,3.0
666,2578,Canceled,Net Banking,106853.13,2.0
667,4200,Canceled,Loyalty Points,214372.28,2.0
668,3186,Delivered,Loyalty Points,21806.6,1.0
669,4596,In Transit,Loyalty Points,56605.31,2.0
670,2795,Delivered,Net Banking,,
671,3101,Delivered,Loyalty Points,,
672,1315,In Transit,Cash On Delivery,201959.75,3.0
673,407,Canceled,Upi,64925.05,2.0
674,3081,Canceled,Upi,384200.55,2.0
675,864,Delivered,Loyalty Points,112825.62,2.0
676,887,Delivered,Upi,,
677,4226,Delivered,Loyalty Points,14253.38,2.0
678,4347,Delivered,Cash On Delivery,212601.67,2.0
679,50,Canceled,Upi,148101.0,1.0
680,4524,In Transit,Upi,104195.2,2.0
681,2954,Canceled,Net Banking,260363.7,4.0
682,4868,Canceled,Net Banking,161663.43,2.0
683,4081,In Transit,Loyalty Points,,
684,1728,Delivered,Loyalty Points,204352.65,1.0
685,4215,Canceled,Upi,211064.35,2.0
686,2316,Canceled,Cash On Delivery,400434.35,3.0
687,4338,Canceled,Cash On Delivery,126034.11,2.0
688,3481,In Transit,Net Banking,,
689,1061,Canceled,Net Banking,261243.55,1.0
690,1963,Canceled,Net Banking,25748.36,1.0
691,2620,Canceled,Cash On Delivery,146379.57,2.0
692,3456,Canceled,Upi,63065.15,1.0
693,1919,In Transit,Cash On Delivery,132854.6,1.0
694,4058,Delivered,Upi,97193.52,3.0
695,1697,Delivered,Cash On Delivery,,
696,258,Canceled,Upi,204706.22,4.0
697,3565,In Transit,Net Banking,642439.25,5.0
698,4175,Canceled,Loyalty Points,627.42,1.0
699,2465,Canceled,Cash On Delivery,63935.38,1.0
700,1766,In Transit,Upi,85368.0,2.0
701,342,In Transit,Net Banking,,
702,4980,In Transit,Loyalty Points,424922.79,3.0
703,3575,Delivered,Loyalty Points,100044.21,1.0
704,2423,Canceled,Cash On Delivery,,
705,1679,Delivered,Cash On Delivery,239795.0,2.0
706,4467,Canceled,Upi,154249.48,1.0
707,4570,Delivered,Net Banking,21946.97,1.0
708,4082,Delivered,Upi,,
709,4824,Canceled,Net Banking,38834.36,2.0
710,399,In Transit,Cash On Delivery,392040.88,4.0
711,261,Delivered,Cash On Delivery,81317.04,2.0
712,2436,Delivered,Net Banking,487053.38,5.0
713,3589,In Transit,Loyalty Points,203031.92,2.0
714,37,Canceled,Net Banking,491886.65,3.0
715,1020,In Transit,Net Banking,30441.24,1.0
716,3611,Canceled,Net Banking,,
717,237,Canceled,Upi,,
718,572,Delivered,Upi,165171.68,1.0
719,3307,In Transit,Upi,171039.88,3.0
720,2021,Delivered,Net Banking,210345.65,1.0
721,1782,Delivered,Net Banking,28865.68,2.0
722,2832,Delivered,Net Banking,279558.2,2.0
723,784,In Transit,Cash On Delivery,73779.61,3.0
724,513,In Transit,Cash On Delivery,170946.83,3.0
725,331,Canceled,Loyalty Points,129395.87,3.0
726,688,Canceled,Net Banking,77305.41,2.0
727,4817,Delivered,Cash On Delivery,,
728,1712,In Transit,Loyalty Points,92545.0,2.0
729,392,Canceled,Loyalty Points,50015.2,1.0
730,437,Canceled,Cash On Delivery,159930.48,1.0
731,4668,Canceled,Upi,141618.15,1.0
732,3741,Canceled,Cash On Delivery,,
733,4113,Canceled,Upi,28317.8,1.0
734,2932,Canceled,Loyalty Points,,
735,60,Canceled,Cash On Delivery,,
736,73,Delivered,Upi,222855.56,2.0
737,2127,Canceled,Upi,227663.28,3.0
738,4911,Canceled,Cash On Delivery,101885.15,2.0
739,904,Canceled,Cash On Delivery,486107.6,5.0
740,1663,In Transit,Cash On Delivery,252154.4,1.0
741,297,Delivered,Cash On Delivery,26598.65,2.0
742,2193,Delivered,Upi,160517.53,2.0
743,3348,Canceled,Net Banking,209933.87,2.0
744,417,In Transit,Net Banking,,
745,3055,Delivered,Loyalty Points,413301.65,3.0
746,3308,Delivered,Loyalty Points,,
747,1134,In Transit,Upi,,
748,2885,Canceled,Cash On Delivery,,
749,4843,Delivered,Cash On Delivery,84838.72,1.0
750,338,Delivered,Loyalty Points,257596.81,3.0
751,2562,In Transit,Upi,,
752,3886,Canceled,Upi,196609.1,1.0
753,1860,Canceled,Upi,42741.05,1.0
754,4517,Delivered,Net Banking,240325.01,3.0
755,4648,Canceled,Upi,283626.0,2.0
756,1866,Delivered,Upi,186863.52,2.0
757,4037,In Transit,Net Banking,68835.64,1.0
758,3612,In Transit,Cash On Delivery,66000.98,3.0
759,4031,In Transit,Loyalty Points,209121.46,2.0
760,3235,In Transit,Cash On Delivery,196640.47,2.0
761,4199,In Transit,Loyalty Points,49138.4,1.0
762,2982,Canceled,Cash On Delivery,445371.68,5.0
763,377,Delivered,Loyalty Points,18242.16,1.0
764,2060,Canceled,Cash On Delivery,244469.36,3.0
765,3430,Canceled,Cash On Delivery,175411.14,2.0
766,3717,Canceled,Cash On Delivery,296345.05,2.0
767,1649,Delivered,Upi,,
768,4941,In Transit,Net Banking,474642.05,4.0
769,2253,In Transit,Cash On Delivery,107524.16,1.0
770,763,Delivered,Cash On Delivery,30565.96,1.0
771,1132,Delivered,Net Banking,171936.95,1.0
772,3447,In Transit,Loyalty Points,,
773,4552,Delivered,Loyalty Points,164206.99,2.0
774,2882,Canceled,Cash On Delivery,232542.78,3.0
775,4508,Canceled,Upi,,
776,3922,Delivered,Upi,443855.12,3.0
777,4580,Canceled,Cash On Delivery,270666.11,2.0
778,3791,Canceled,Upi,,
779,4661,Delivered,Upi,403003.48,3.0
780,4325,Delivered,Upi,287623.67,2.0
781,2848,Delivered,Net Banking,52049.43,2.0
782,3027,Canceled,Net Banking,39593.26,2.0
783,1872,In Transit,Net Banking,256658.75,1.0
784,245,Canceled,Cash On Delivery,20485.98,1.0
785,3728,Delivered,Loyalty Points,151531.36,1.0
786,3834,Delivered,Cash On Delivery,321302.06,4.0
787,3129,In Transit,Upi,,
788,2677,Canceled,Loyalty Points,68266.18,1.0
789,4606,In Transit,Cash On Delivery,37882.84,1.0
790,4854,In Transit,Upi,175221.85,1.0
791,1995,Delivered,Upi,,
792,280,Canceled,Loyalty Points,464617.5,5.0
793,4637,Canceled,Upi,,
794,1957,In Transit,Net Banking,247945.73,3.0
795,2862,Delivered,Cash On Delivery,334219.38,3.0
797,531,Canceled,Upi,392033.52,3.0
798,3850,Canceled,Loyalty Points,81109.04,1.0
799,1387,Delivered,Net Banking,388907.0,3.0
800,4174,In Transit,Loyalty Points,,
801,2709,Canceled,Loyalty Points,403842.18,5.0
802,1905,In Transit,Upi,,
803,4672,In Transit,Upi,276867.04,5.0
804,1612,In Transit,Net Banking,81469.42,2.0
805,4456,Canceled,Cash On Delivery,341286.69,2.0
806,1928,Delivered,Loyalty Points,151561.59,2.0
807,1048,Delivered,Upi,,
808,2119,Delivered,Loyalty Points,121674.36,1.0
809,3411,Delivered,Net Banking,67677.24,2.0
810,4036,Delivered,Loyalty Points,741446.64,5.0
811,163,Delivered,Loyalty Points,146927.66,2.0
812,2399,In Transit,Net Banking,324665.87,3.0
813,2487,Delivered,Net Banking,39604.17,1.0
814,4252,Canceled,Cash On Delivery,,
815,810,In Transit,Upi,213509.7,1.0
816,2578,In Transit,Upi,108414.22,2.0
817,1127,Canceled,Net Banking,24322.88,1.0
818,3094,In Transit,Loyalty Points,62519.0,1.0
819,3742,In Transit,Loyalty Points,71780.32,2.0
820,1669,Delivered,Net Banking,205399.76,3.0
821,1846,In Transit,Net Banking,136609.47,1.0
822,750,Canceled,Upi,59106.4,1.0
823,406,Canceled,Net Banking,,
824,1049,Canceled,Cash On Delivery,54157.96,1.0
825,971,In Transit,Loyalty Points,158513.77,3.0
826,2171,Delivered,Net Banking,412657.37,4.0
827,4626,In Transit,Net Banking,194590.0,1.0
828,2507,Delivered,Upi,360529.47,3.0
829,2637,Delivered,Loyalty Points,346048.6,3.0
830,3918,In Transit,Net Banking,25007.6,1.0
831,1842,In Transit,Upi,57854.33,2.0
832,3817,Canceled,Cash On Delivery,636090.0,4.0
833,1697,In Transit,Cash On Delivery,180769.39,3.0
834,1735,Delivered,Cash On Delivery,82585.84,1.0
835,3014,Delivered,Net Banking,844844.65,7.0
836,1001,Delivered,Loyalty Points,91675.79,2.0
837,643,Canceled,Cash On Delivery,274138.57,4.0
838,4638,Canceled,Net Banking,62387.02,2.0
839,512,In Transit,Net Banking,213192.29,2.0
840,1476,In Transit,Net Banking,55771.18,2.0
841,3760,Canceled,Net Banking,,
842,4709,Canceled,Upi,136652.45,1.0
843,1137,Canceled,Loyalty Points,,
844,752,In Transit,Loyalty Points,39717.64,1.0
845,2311,Delivered,Net Banking,337768.12,3.0
846,3218,In Transit,Upi,209655.32,4.0
847,3612,Canceled,Cash On Delivery,40273.24,1.0
848,1270,In Transit,Cash On Delivery,87551.6,1.0
849,1922,Delivered,Cash On Delivery,75765.68,1.0
850,212,Delivered,Net Banking,149051.65,1.0
851,3903,In Transit,Loyalty Points,,
852,4381,Delivered,Loyalty Points,112059.42,1.0
853,1704,Canceled,Loyalty Points,76049.03,3.0
854,3489,In Transit,Net Banking,9388.4,1.0
855,1971,Canceled,Cash On Delivery,,
856,2781,Delivered,Cash On Delivery,182145.96,1.0
857,1996,Canceled,Loyalty Points,,
858,4257,Canceled,Cash On Delivery,99022.06,2.0
859,1921,Delivered,Cash On Delivery,42476.7,1.0
860,3730,In Transit,Loyalty Points,,
861,3460,Delivered,Upi,112293.54,1.0
862,3645,Delivered,Loyalty Points,180769.8,2.0
863,3893,Delivered,Upi,35429.68,1.0
864,746,In Transit,Net Banking,18251.89,1.0
865,471,Delivered,Upi,94564.85,1.0
866,2485,In Transit,Cash On Delivery,8967.41,1.0
867,15,Canceled,Loyalty Points,,
868,2468,Canceled,Loyalty Points,379327.16,3.0
869,570,In Transit,Cash On Delivery,58371.85,2.0
870,3835,Delivered,Net Banking,78306.08,1.0
871,745,Delivered,Upi,153915.0,4.0
872,3328,Delivered,Upi,189414.2,1.0
873,2827,Canceled,Loyalty Points,,
874,4179,Delivered,Loyalty Points,302616.99,2.0
875,1752,Delivered,Cash On Delivery,197644.21,2.0
876,3139,In Transit,Upi,77281.1,2.0
877,2695,Canceled,Loyalty Points,19882.36,1.0
878,1847,In Transit,Net Banking,84200.61,2.0
879,346,Canceled,Net Banking,163067.58,2.0
880,2026,Delivered,Loyalty Points,407856.17,3.0
881,25,Delivered,Cash On Delivery,266301.5,1.0
882,2660,Delivered,Loyalty Points,47491.85,1.0
883,145,Canceled,Net Banking,97394.58,1.0
884,2759,Canceled,Net Banking,171320.75,1.0
885,475,In Transit,Net Banking,413641.3,2.0
886,823,Delivered,Upi,65633.09,2.0
887,1557,Canceled,Upi,33626.91,1.0
888,2777,In Transit,Upi,,
889,4638,In Transit,Loyalty Points,63629.04,1.0
890,4432,Canceled,Cash On Delivery,107524.16,1.0
891,1283,Canceled,Upi,246725.73,2.0
892,3499,Canceled,Cash On Delivery,,
893,4186,In Transit,Loyalty Points,310474.43,3.0
894,2472,Delivered,Net Banking,374691.88,5.0
895,2971,Canceled,Net Banking,76780.08,2.0
896,102,Canceled,Cash On Delivery,102281.61,1.0
897,2054,Delivered,Cash On Delivery,70548.19,2.0
898,2950,Canceled,Loyalty Points,250152.76,2.0
899,479,In Transit,Net Banking,195746.8,2.0
900,357,Delivered,Loyalty Points,370813.59,4.0
901,2621,Canceled,Net Banking,164292.88,1.0
902,4016,In Transit,Cash On Delivery,43611.9,1.0
903,869,In Transit,Cash On Delivery,130024.5,3.0
904,4518,Canceled,Net Banking,262927.56,2.0
905,94,Canceled,Loyalty Points,190222.29,2.0
906,4233,Delivered,Loyalty Points,126207.39,1.0
907,2853,Canceled,Upi,84104.9,1.0
908,2566,Canceled,Upi,13272.95,1.0
909,1393,In Transit,Upi,18242.16,1.0
910,2275,Canceled,Cash On Delivery,40122.11,1.0
911,4728,Canceled,Net Banking,311699.74,3.0
912,1916,Canceled,Upi,197511.02,2.0
913,1047,Delivered,Net Banking,7656.0,1.0
914,2057,Delivered,Loyalty Points,267427.22,2.0
915,715,Delivered,Cash On Delivery,239107.16,3.0
916,2159,In Transit,Cash On Delivery,211675.36,3.0
917,1326,In Transit,Loyalty Points,172767.29,2.0
918,3879,In Transit,Net Banking,38918.0,1.0
919,365,Canceled,Cash On Delivery,169189.5,4.0
920,1157,Canceled,Net Banking,219233.38,3.0
921,1577,Canceled,Upi,146665.57,2.0
922,459,In Transit,Cash On Delivery,364925.14,3.0
923,2940,Canceled,Cash On Delivery,,
924,2004,In Transit,Upi,201811.07,2.0
925,3626,Delivered,Loyalty Points,32627.28,1.0
927,125,In Transit,Upi,52959.8,2.0
928,259,Delivered,Net Banking,10890.58,1.0
929,2927,Canceled,Net Banking,108908.76,2.0
930,4522,Canceled,Net Banking,,
931,222,Delivered,Cash On Delivery,104497.42,1.0
932,850,Delivered,Loyalty Points,5724.2,1.0
933,2161,In Transit,Net Banking,50635.46,2.0
934,2798,In Transit,Net Banking,228312.67,3.0
935,2335,In Transit,Cash On Delivery,437230.6,2.0
936,1663,In Transit,Upi,,
937,622,In Transit,Net Banking,167429.61,1.0
938,4792,Delivered,Net Banking,126225.44,3.0
939,1014,In Transit,Net Banking,99640.95,1.0
940,4990,Canceled,Net Banking,,
941,1113,Canceled,Net Banking,566000.06,3.0
942,2814,Delivered,Loyalty Points,497330.43,6.0
943,54,In Transit,Net Banking,44595.47,2.0
944,4228,In Transit,Upi,328636.53,4.0
945,1052,In Transit,Loyalty Points,278487.93,4.0
946,916,Canceled,Loyalty Points,482125.22,2.0
947,1377,In Transit,Cash On Delivery,278960.06,2.0
948,2559,In Transit,Upi,69426.91,3.0
949,1555,Canceled,Loyalty Points,171511.67,2.0
950,1050,In Transit,Upi,143849.41,4.0
951,2782,Canceled,Upi,,
952,123,Canceled,Cash On Delivery,81119.76,2.0
953,4068,Canceled,Cash On Delivery,42557.84,2.0
954,3010,Canceled,Cash On Delivery,575439.62,3.0
955,1293,Delivered,Net Banking,506642.43,3.0
956,1044,Canceled,Loyalty Points,284182.39,3.0
957,4526,Canceled,Upi,95476.36,1.0
958,2116,Delivered,Cash On Delivery,11920.0,2.0
959,2128,In Transit,Loyalty Points,,
960,1491,In Transit,Loyalty Points,,
961,549,In Transit,Cash On Delivery,118932.59,2.0
962,18,Canceled,Loyalty Points,225140.77,4.0
963,3915,Delivered,Loyalty Points,,
964,335,Canceled,Loyalty Points,11295.4,1.0
965,246,In Transit,Net Banking,118431.27,1.0
966,1867,In Transit,Loyalty Points,77431.29,3.0
967,3445,In Transit,Cash On Delivery,,
968,3013,Canceled,Net Banking,,
969,605,In Transit,Net Banking,49980.66,1.0
970,1196,Canceled,Loyalty Points,85260.54,1.0
971,1759,Canceled,Cash On Delivery,,
972,3763,Delivered,Upi,311618.54,5.0
973,3130,Delivered,Cash On Delivery,314666.98,3.0
974,1452,Canceled,Net Banking,298387.26,3.0
975,1885,Delivered,Net Banking,307606.14,3.0
976,876,Delivered,Upi,,
977,4791,In Transit,Upi,,
978,4769,In Transit,Upi,39203.86,1.0
979,3636,In Transit,Cash On Delivery,8780.16,1.0
980,1155,Canceled,Net Banking,231609.95,4.0
981,1374,Delivered,Net Banking,3794.41,1.0
982,4047,Canceled,Loyalty Points,,
983,61,In Transit,Loyalty Points,,
984,899,Delivered,Net Banking,88869.52,1.0
985,1677,Delivered,Loyalty Points,17560.32,1.0
986,3720,Canceled,Cash On Delivery,409828.86,3.0
987,4885,Canceled,Cash On Delivery,171904.08,2.0
988,2577,Canceled,Upi,,
989,1070,Delivered,Upi,28336.73,1.0
990,3186,In Transit,Loyalty Points,54784.52,2.0
991,3663,Canceled,Upi,,
992,632,Delivered,Net Banking,60651.7,2.0
993,2842,In Transit,Cash On Delivery,270449.84,2.0
994,4483,In Transit,Net Banking,234944.39,2.0
995,889,Canceled,Net Banking,248945.86,3.0
996,2490,Delivered,Cash On Delivery,279690.64,3.0
997,1952,In Transit,Loyalty Points,167777.35,2.0
998,3089,In Transit,Loyalty Points,,
999,2481,Delivered,Cash On Delivery,,
1000,519,Delivered,Loyalty Points,114434.32,2.0
1001,927,Canceled,Loyalty Points,170778.12,2.0
1002,2551,Canceled,Cash On Delivery,166761.57,3.0
1003,3052,Delivered,Cash On Delivery,,
1004,3867,In Transit,Net Banking,56673.46,1.0
1005,4750,In Transit,Cash On Delivery,35869.64,1.0
1006,4158,Canceled,Cash On Delivery,75651.88,1.0
1007,1874,In Transit,Upi,49504.52,1.0
1008,1895,Delivered,Loyalty Points,34769.51,1.0
1009,4609,In Transit,Loyalty Points,114151.38,2.0
1010,1870,In Transit,Cash On Delivery,,
1011,117,In Transit,Cash On Delivery,190198.08,1.0
1012,309,Canceled,Upi,12751.23,1.0
1013,3993,In Transit,Net Banking,23490.08,1.0
1015,16,Delivered,Upi,,
1016,2471,Delivered,Cash On Delivery,321364.87,2.0
1017,2209,Delivered,Loyalty Points,,
1018,2658,Delivered,Net Banking,159162.36,1.0
1019,452,Delivered,Upi,15593.2,1.0
1020,158,Delivered,Loyalty Points,560413.56,5.0
1021,3660,Canceled,Upi,42419.36,1.0
1022,650,Canceled,Loyalty Points,31969.82,1.0
1023,664,Canceled,Loyalty Points,52746.75,1.0
1024,2177,Canceled,Cash On Delivery,113650.4,1.0
1025,2890,Delivered,Upi,454816.08,4.0
1026,1729,In Transit,Loyalty Points,123323.1,1.0
1027,4876,In Transit,Upi,402037.3,2.0
1028,4739,In Transit,Cash On Delivery,324727.51,2.0
1029,159,Canceled,Loyalty Points,150033.91,2.0
1030,4440,Canceled,Upi,,
1031,1050,Canceled,Net Banking,123800.36,2.0
1032,1602,Delivered,Cash On Delivery,,
1033,3675,In Transit,Upi,34745.44,1.0
1034,4269,Delivered,Upi,32863.5,1.0
1035,3583,In Transit,Loyalty Points,113199.61,2.0
1036,3942,Delivered,Cash On Delivery,174719.13,2.0
1037,3739,In Transit,Net Banking,193481.97,3.0
1038,2198,In Transit,Loyalty Points,218214.55,3.0
1039,2393,In Transit,Cash On Delivery,,
1040,4308,Delivered,Cash On Delivery,19718.73,2.0
1041,555,In Transit,Cash On Delivery,,
1042,1018,Delivered,Cash On Delivery,174604.25,1.0
1043,404,Canceled,Upi,645841.75,6.0
1044,1888,Canceled,Net Banking,169974.44,1.0
1045,3319,Delivered,Cash On Delivery,408137.19,2.0
1046,864,In Transit,Loyalty Points,72913.48,2.0
1047,1836,Delivered,Upi,,
1048,4124,In Transit,Loyalty Points,224094.07,2.0
1049,4015,Delivered,Upi,96386.67,3.0
1050,1254,In Transit,Net Banking,43150.6,1.0
1051,4481,Canceled,Loyalty Points,50769.08,1.0
1052,3823,Canceled,Upi,,
1053,4726,Canceled,Loyalty Points,162232.48,1.0
1054,2133,Delivered,Upi,197379.08,2.0
1055,1628,In Transit,Net Banking,,
1056,2414,Canceled,Net Banking,,
1057,2039,Canceled,Cash On Delivery,,
1058,2112,In Transit,Loyalty Points,210060.18,2.0
1059,3246,In Transit,Loyalty Points,126762.0,2.0
1060,216,In Transit,Cash On Delivery,131681.94,4.0
1061,3864,Canceled,Cash On Delivery,,
1062,2871,In Transit,Loyalty Points,53659.51,2.0
1063,3815,In Transit,Upi,41292.92,1.0
1064,2296,In Transit,Loyalty Points,,
